date,Binance,Bitmex,Ftx
2020-06-07T17:40,625055,625055,625055
2020-06-07T17:50,625103,625103,625103
2020-06-07T18:00,625103,625103,625103
2020-06-07T18:10,625036,625036,625036
2020-06-07T18:20,624192,624192,624192
2020-06-07T18:30,624192,624192,624192
2020-06-07T18:40,624361,624361,624361
2020-06-07T18:50,621211,621211,621211
2020-06-07T19:00,621211,621211,621211
2020-06-07T19:10,619935,619935,619935
2020-06-07T19:20,621410,621410,621410
2020-06-07T19:30,621410,621410,621410
2020-06-07T19:40,622445,622445,622445
2020-06-07T19:50,621947,621947,621947
2020-06-07T20:00,621947,621947,621947
2020-06-07T20:10,616891,616891,616891
2020-06-07T20:20,614843,614843,614843
2020-06-07T20:30,614843,614843,614843
2020-06-07T20:40,611491,611491,611491
2020-06-07T20:50,608762,608762,608762
2020-06-07T21:00,608762,608762,608762
2020-06-07T21:10,606811,606811,606811
2020-06-07T21:20,606261,606261,606261
2020-06-07T21:30,606261,606261,606261
2020-06-07T21:40,606372,606372,606372
2020-06-07T21:50,606349,606349,606349
2020-06-07T22:00,606349,606349,606349
2020-06-07T22:10,605665,605665,605665
2020-06-07T22:20,605858,605858,605858
2020-06-07T22:30,605858,605858,605858
2020-06-07T22:40,605572,605572,605572
2020-06-07T22:50,606779,606779,606779
2020-06-07T23:00,606779,606779,606779
2020-06-07T23:10,609093,609093,609093
2020-06-07T23:20,608369,608369,608369
2020-06-07T23:30,608369,608369,608369
2020-06-07T23:40,608546,608546,608546
2020-06-07T23:50,608517,608517,608517
2020-06-08T00:00,608517,608517,608517
2020-06-08T00:10,607808,607808,607808
2020-06-08T00:20,606857,606857,606857
2020-06-08T00:30,606857,606857,606857
2020-06-08T00:40,605436,605436,605436
2020-06-08T00:50,604434,604434,604434
2020-06-08T01:00,604434,604434,604434
2020-06-08T01:10,597880,597880,597880
2020-06-08T01:20,598595,598595,598595
2020-06-08T01:30,598595,598595,598595
2020-06-08T01:40,590976,590976,590976
2020-06-08T01:50,592858,592858,592858
2020-06-08T02:00,592858,592858,592858
2020-06-08T02:10,592798,592798,592798
2020-06-08T02:20,591727,591727,591727
2020-06-08T02:30,591727,591727,591727
2020-06-08T02:40,592540,592540,592540
2020-06-08T02:50,592532,592532,592532
2020-06-08T03:00,592532,592532,592532
2020-06-08T03:10,593111,593111,593111
2020-06-08T03:20,593545,593545,593545
2020-06-08T03:30,593545,593545,593545
2020-06-08T03:40,592972,592972,592972
2020-06-08T03:50,592231,592231,592231
2020-06-08T04:00,592231,592231,592231
2020-06-08T04:10,593348,593348,593348
2020-06-08T04:20,593926,593926,593926
2020-06-08T04:30,593926,593926,593926
2020-06-08T04:40,593888,593888,593888
2020-06-08T04:50,593486,593486,593486
2020-06-08T05:00,593486,593486,593486
2020-06-08T05:10,593770,593770,593770
2020-06-08T05:20,593734,593734,593734
2020-06-08T05:30,593734,593734,593734
2020-06-08T05:40,592048,592048,592048
2020-06-08T05:50,591612,591612,591612
2020-06-08T06:00,591612,591612,591612
2020-06-08T06:10,591624,591624,591624
2020-06-08T06:20,591622,591622,591622
2020-06-08T06:30,591622,591622,591622
2020-06-08T06:40,591775,591775,591775
2020-06-08T06:50,592166,592166,592166
2020-06-08T07:00,592166,592166,592166
2020-06-08T07:10,592258,592258,592258
2020-06-08T07:20,592710,592710,592710
2020-06-08T07:30,592710,592710,592710
2020-06-08T07:40,592897,592897,592897
2020-06-08T07:50,592682,592682,592682
2020-06-08T08:00,592682,592682,592682
2020-06-08T08:10,592575,592575,592575
2020-06-08T08:20,594220,594220,594220
2020-06-08T08:30,594220,594220,594220
2020-06-08T08:40,594915,594915,594915
2020-06-08T08:50,592982,592982,592982
2020-06-08T09:00,592982,592982,592982
2020-06-08T09:10,594449,594449,594449
2020-06-08T09:20,594180,594180,594180
2020-06-08T09:30,594180,594180,594180
2020-06-08T09:40,593891,593891,593891
2020-06-08T09:50,592724,592724,592724
2020-06-08T10:00,592724,592724,592724
2020-06-08T10:10,592583,592583,592583
2020-06-08T10:20,592795,592795,592795
2020-06-08T10:30,592795,592795,592795
2020-06-08T10:40,592695,592695,592695
2020-06-08T10:50,592157,592157,592157
2020-06-08T11:00,592157,592157,592157
2020-06-08T11:10,592306,592306,592306
2020-06-08T11:20,592495,592495,592495
2020-06-08T11:30,592495,592495,592495
2020-06-08T11:40,592731,592731,592731
2020-06-08T11:50,593011,593011,593011
2020-06-08T12:00,593011,593011,593011
2020-06-08T12:10,593148,593148,593148
2020-06-08T12:20,593938,593938,593938
2020-06-08T12:30,593938,593938,593938
2020-06-08T12:40,594912,594912,594912
2020-06-08T12:50,595451,595451,595451
2020-06-08T13:00,595451,595451,595451
2020-06-08T13:10,598198,598198,598198
2020-06-08T13:20,599132,599132,599132
2020-06-08T13:30,599132,599132,599132
2020-06-08T13:40,598490,598490,598490
2020-06-08T13:50,598737,598737,598737
2020-06-08T14:00,598737,598737,598737
2020-06-08T14:10,600351,600351,600351
2020-06-08T14:20,600980,600980,600980
2020-06-08T14:30,600980,600980,600980
2020-06-08T14:40,600175,600175,600175
2020-06-08T14:50,602121,602121,602121
2020-06-08T15:00,602121,602121,602121
2020-06-08T15:10,602822,602822,602822
2020-06-08T15:20,603871,603871,603871
2020-06-08T15:30,603871,603871,603871
2020-06-08T15:40,604445,604445,604445
2020-06-08T15:50,604613,604613,604613
2020-06-08T16:00,604613,604613,604613
2020-06-08T16:10,604064,604064,604064
2020-06-08T16:20,604545,604545,604545
2020-06-08T16:30,604545,604545,604545
2020-06-08T16:40,605314,605314,605314
2020-06-08T16:50,605609,605609,605609
2020-06-08T17:00,605609,605609,605609
2020-06-08T17:10,605197,605197,605197
2020-06-08T17:20,606073,606073,606073
2020-06-08T17:30,606073,606073,606073
2020-06-08T17:40,605128,605128,605128
2020-06-08T17:50,606276,606276,606276
2020-06-08T18:00,606276,606276,606276
2020-06-08T18:10,606368,606368,606368
2020-06-08T18:20,606471,606471,606471
2020-06-08T18:30,606471,606471,606471
2020-06-08T18:40,606979,606979,606979
2020-06-08T18:50,607502,607502,607502
2020-06-08T19:00,607502,607502,607502
2020-06-08T19:10,607136,607136,607136
2020-06-08T19:20,607397,607397,607397
2020-06-08T19:30,607397,607397,607397
2020-06-08T19:40,606942,606942,606942
2020-06-08T19:50,606982,606982,606982
2020-06-08T20:00,606982,606982,606982
2020-06-08T20:10,613423,613423,613423
2020-06-08T20:20,613221,613221,613221
2020-06-08T20:30,613221,613221,613221
2020-06-08T20:40,613055,613055,613055
2020-06-08T20:50,614075,614075,614075
2020-06-08T21:00,614075,614075,614075
2020-06-08T21:10,613814,613814,613814
2020-06-08T21:20,614006,614006,614006
2020-06-08T21:30,614006,614006,614006
2020-06-08T21:40,613154,613154,613154
2020-06-08T21:50,614099,614099,614099
2020-06-08T22:00,614099,614099,614099
2020-06-08T22:10,614826,614826,614826
2020-06-08T22:20,614717,614717,614717
2020-06-08T22:30,614717,614717,614717
2020-06-08T22:40,613616,613616,613616
2020-06-08T22:50,608822,608822,608822
2020-06-08T23:00,608822,608822,608822
2020-06-08T23:10,609200,609200,609200
2020-06-08T23:20,608962,608962,608962
2020-06-08T23:30,608962,608962,608962
2020-06-08T23:40,608431,608431,608431
2020-06-08T23:50,608415,608415,608415
2020-06-09T00:00,608415,608415,608415
2020-06-09T00:10,605874,605874,605874
2020-06-09T00:20,606623,606623,606623
2020-06-09T00:30,606623,606623,606623
2020-06-09T00:40,606317,606317,606317
2020-06-09T00:50,607890,607890,607890
2020-06-09T01:00,607890,607890,607890
2020-06-09T01:10,609040,609040,609040
2020-06-09T01:20,608502,608502,608502
2020-06-09T01:30,608502,608502,608502
2020-06-09T01:40,608490,608490,608490
2020-06-09T01:50,608490,608490,608490
2020-06-09T02:00,609396,609396,609396
2020-06-09T02:10,609399,609399,609399
2020-06-09T02:20,609399,609399,609399
2020-06-09T02:30,608597,608597,608597
2020-06-09T02:40,608561,608561,608561
2020-06-09T02:50,608539,608539,608539
2020-06-09T03:00,608539,608539,608539
2020-06-09T03:10,608947,608947,608947
2020-06-09T03:20,608405,608405,608405
2020-06-09T03:30,608405,608405,608405
2020-06-09T03:40,607890,607890,607890
2020-06-09T03:50,607381,607381,607381
2020-06-09T04:00,607381,607381,607381
2020-06-09T04:10,606957,606957,606957
2020-06-09T04:20,606893,606893,606893
2020-06-09T04:30,606893,606893,606893
2020-06-09T04:40,606495,606495,606495
2020-06-09T04:50,606261,606261,606261
2020-06-09T05:00,606261,606261,606261
2020-06-09T05:10,605993,605993,605993
2020-06-09T05:20,606092,606092,606092
2020-06-09T05:30,606092,606092,606092
2020-06-09T05:40,606379,606379,606379
2020-06-09T05:50,606520,606520,606520
2020-06-09T06:00,606520,606520,606520
2020-06-09T06:10,606444,606444,606444
2020-06-09T06:20,606444,606444,606444
2020-06-09T06:30,606992,606992,606992
2020-06-09T06:40,606934,606934,606934
2020-06-09T06:50,606934,606934,606934
2020-06-09T07:00,607296,607296,607296
2020-06-09T07:10,607606,607606,607606
2020-06-09T07:20,607606,607606,607606
2020-06-09T07:30,606357,606357,606357
2020-06-09T07:40,604788,604788,604788
2020-06-09T07:50,604788,604788,604788
2020-06-09T08:00,604537,604537,604537
2020-06-09T08:10,604236,604236,604236
2020-06-09T08:20,604236,604236,604236
2020-06-09T08:30,603829,603829,603829
2020-06-09T08:40,603161,603161,603161
2020-06-09T08:50,603161,603161,603161
2020-06-09T09:00,603088,603088,603088
2020-06-09T09:10,603057,603057,603057
2020-06-09T09:20,602894,602894,602894
2020-06-09T09:30,602894,602894,602894
2020-06-09T09:40,607699,607699,607699
2020-06-09T09:50,608424,608424,608424
2020-06-09T10:00,608424,608424,608424
2020-06-09T10:10,608092,608092,608092
2020-06-09T10:20,608092,608092,608092
2020-06-09T10:30,607950,607950,607950
2020-06-09T10:40,606832,606832,606832
2020-06-09T10:50,606832,606832,606832
2020-06-09T11:00,607879,607879,607879
2020-06-09T11:10,607865,607865,607865
2020-06-09T11:20,607865,607865,607865
2020-06-09T11:30,607695,607695,607695
2020-06-09T11:40,607910,607910,607910
2020-06-09T11:50,607910,607910,607910
2020-06-09T12:00,609764,609764,609764
2020-06-09T12:10,606157,606157,606157
2020-06-09T12:20,606157,606157,606157
2020-06-09T12:30,606075,606075,606075
2020-06-09T12:40,605874,605874,605874
2020-06-09T12:50,605874,605874,605874
2020-06-09T13:00,606884,606884,606884
2020-06-09T13:10,607217,607217,607217
2020-06-09T13:20,607217,607217,607217
2020-06-09T13:30,606959,606959,606959
2020-06-09T13:40,607310,607310,607310
2020-06-09T13:50,607310,607310,607310
2020-06-09T14:00,607846,607846,607846
2020-06-09T14:10,608000,608000,608000
2020-06-09T14:20,608000,608000,608000
2020-06-09T14:30,609734,609734,609734
2020-06-09T14:40,609507,609507,609507
2020-06-09T14:50,609507,609507,609507
2020-06-09T15:00,609952,609952,609952
2020-06-09T15:10,610926,610926,610926
2020-06-09T15:20,610926,610926,610926
2020-06-09T15:30,612121,612121,612121
2020-06-09T15:40,612866,612866,612866
2020-06-09T15:50,612866,612866,612866
2020-06-09T16:00,612532,612532,612532
2020-06-09T16:10,612933,612933,612933
2020-06-09T16:20,612933,612933,612933
2020-06-09T16:30,616246,616246,616246
2020-06-09T16:40,615969,615969,615969
2020-06-09T16:50,615969,615969,615969
2020-06-09T17:00,615946,615946,615946
2020-06-09T17:10,616018,616018,616018
2020-06-09T17:20,616018,616018,616018
2020-06-09T17:30,615908,615908,615908
2020-06-09T17:40,615337,615337,615337
2020-06-09T17:50,615337,615337,615337
2020-06-09T18:00,615359,615359,615359
2020-06-09T18:10,615221,615221,615221
2020-06-09T18:20,615221,615221,615221
2020-06-09T18:30,615373,615373,615373
2020-06-09T18:40,613915,613915,613915
2020-06-09T18:50,613915,613915,613915
2020-06-09T19:00,614141,614141,614141
2020-06-09T19:10,613801,613801,613801
2020-06-09T19:20,613801,613801,613801
2020-06-09T19:30,614747,614747,614747
2020-06-09T19:40,615407,615407,615407
2020-06-09T19:50,615407,615407,615407
2020-06-09T20:00,615879,615879,615879
2020-06-09T20:10,615541,615541,615541
2020-06-09T20:20,615541,615541,615541
2020-06-09T20:30,615546,615546,615546
2020-06-09T20:40,615242,615242,615242
2020-06-09T20:50,615242,615242,615242
2020-06-09T21:00,613790,613790,613790
2020-06-09T21:10,613447,613447,613447
2020-06-09T21:20,613447,613447,613447
2020-06-09T21:30,611991,611991,611991
2020-06-09T21:40,612717,612717,612717
2020-06-09T21:50,612717,612717,612717
2020-06-09T22:00,611776,611776,611776
2020-06-09T22:10,607840,607840,607840
2020-06-09T22:20,607840,607840,607840
2020-06-09T22:30,607886,607886,607886
2020-06-09T22:40,607775,607775,607775
2020-06-09T22:50,607775,607775,607775
2020-06-09T23:00,607665,607665,607665
2020-06-09T23:10,607567,607567,607567
2020-06-09T23:20,607567,607567,607567
2020-06-09T23:30,605835,605835,605835
2020-06-09T23:40,605363,605363,605363
2020-06-09T23:50,605363,605363,605363
2020-06-10T00:00,604153,604153,604153
2020-06-10T00:10,603152,603152,603152
2020-06-10T00:20,603152,603152,603152
2020-06-10T00:30,603277,603277,603277
2020-06-10T00:40,602661,602661,602661
2020-06-10T00:50,602661,602661,602661
2020-06-10T01:00,603248,603248,603248
2020-06-10T01:10,605736,605736,605736
2020-06-10T01:20,605736,605736,605736
2020-06-10T01:30,606090,606090,606090
2020-06-10T01:40,608245,608245,608245
2020-06-10T01:50,608245,608245,608245
2020-06-10T02:00,608192,608192,608192
2020-06-10T02:10,609031,609031,609031
2020-06-10T02:20,609031,609031,609031
2020-06-10T02:30,612608,612608,612608
2020-06-10T02:40,611936,611936,611936
2020-06-10T02:50,611936,611936,611936
2020-06-10T03:00,611222,611222,611222
2020-06-10T03:10,610919,610919,610919
2020-06-10T03:20,610919,610919,610919
2020-06-10T03:30,610930,610930,610930
2020-06-10T03:40,611391,611391,611391
2020-06-10T03:50,611391,611391,611391
2020-06-10T04:00,611328,611328,611328
2020-06-10T04:10,610104,610104,610104
2020-06-10T04:20,610104,610104,610104
2020-06-10T04:30,609875,609875,609875
2020-06-10T04:40,610402,610402,610402
2020-06-10T04:50,610402,610402,610402
2020-06-10T05:00,609985,609985,609985
2020-06-10T05:10,609839,609839,609839
2020-06-10T05:20,609839,609839,609839
2020-06-10T05:30,609339,609339,609339
2020-06-10T05:40,609199,609199,609199
2020-06-10T05:50,609199,609199,609199
2020-06-10T06:00,609202,609202,609202
2020-06-10T06:10,609191,609191,609191
2020-06-10T06:20,609191,609191,609191
2020-06-10T06:30,609517,609517,609517
2020-06-10T06:40,594675,594675,594675
2020-06-10T06:50,594675,594675,594675
2020-06-10T07:00,594602,594602,594602
2020-06-10T07:10,594045,594045,594045
2020-06-10T07:20,594045,594045,594045
2020-06-10T07:30,591253,591253,591253
2020-06-10T07:40,591217,591217,591217
2020-06-10T07:50,591217,591217,591217
2020-06-10T08:00,591219,591219,591219
2020-06-10T08:10,591503,591503,591503
2020-06-10T08:20,591503,591503,591503
2020-06-10T08:30,591688,591688,591688
2020-06-10T08:40,591827,591827,591827
2020-06-10T08:50,591827,591827,591827
2020-06-10T09:00,591989,591989,591989
2020-06-10T09:10,592247,592247,592247
2020-06-10T09:20,592247,592247,592247
2020-06-10T09:30,592570,592570,592570
2020-06-10T09:40,592617,592617,592617
2020-06-10T09:50,592617,592617,592617
2020-06-10T10:00,592742,592742,592742
2020-06-10T10:10,593045,593045,593045
2020-06-10T10:20,593045,593045,593045
2020-06-10T10:30,593064,593064,593064
2020-06-10T10:40,593315,593315,593315
2020-06-10T10:50,593315,593315,593315
2020-06-10T11:00,593231,593231,593231
2020-06-10T11:10,593289,593289,593289
2020-06-10T11:20,593289,593289,593289
2020-06-10T11:30,594000,594000,594000
2020-06-10T11:40,594039,594039,594039
2020-06-10T11:50,594039,594039,594039
2020-06-10T12:00,594247,594247,594247
2020-06-10T12:10,594798,594798,594798
2020-06-10T12:20,594798,594798,594798
2020-06-10T12:30,595477,595477,595477
2020-06-10T12:40,595287,595287,595287
2020-06-10T12:50,595287,595287,595287
2020-06-10T13:00,594803,594803,594803
2020-06-10T13:10,595483,595483,595483
2020-06-10T13:20,595483,595483,595483
2020-06-10T13:30,595369,595369,595369
2020-06-10T13:40,594188,594188,594188
2020-06-10T13:50,594188,594188,594188
2020-06-10T14:00,594832,594832,594832
2020-06-10T14:10,595728,595728,595728
2020-06-10T14:20,595728,595728,595728
2020-06-10T14:30,595722,595722,595722
2020-06-10T14:40,595929,595929,595929
2020-06-10T14:50,595929,595929,595929
2020-06-10T15:00,595980,595980,595980
2020-06-10T15:10,597621,597621,597621
2020-06-10T15:20,597621,597621,597621
